Date,Close
4/24/2017 16:00:00,44.27
4/25/2017 16:00:00,44.71
4/26/2017 16:00:00,44.41
4/27/2017 16:00:00,47.15
4/28/2017 16:00:00,47.72
5/1/2017 16:00:00,47.54
5/2/2017 16:00:00,49.05
5/3/2017 16:00:00,49.02
5/4/2017 16:00:00,48.91
5/5/2017 16:00:00,49.3
5/8/2017 16:00:00,49.17
5/9/2017 16:00:00,49.22
5/10/2017 16:00:00,49.79
5/11/2017 16:00:00,49.7
5/12/2017 16:00:00,49.37
5/15/2017 16:00:00,49.77
5/16/2017 16:00:00,50.34
5/17/2017 16:00:00,49.05
5/18/2017 16:00:00,49.11
5/19/2017 16:00:00,49.39
5/22/2017 16:00:00,49.77
5/23/2017 16:00:00,50.13
5/24/2017 16:00:00,51.05
5/25/2017 16:00:00,50.93
5/26/2017 16:00:00,51.19
5/30/2017 16:00:00,51.06
5/31/2017 16:00:00,52.21
6/1/2017 16:00:00,53.16
6/2/2017 16:00:00,53.52
6/5/2017 16:00:00,53.8
6/6/2017 16:00:00,53.4
6/7/2017 16:00:00,53.85
6/8/2017 16:00:00,54.39
6/9/2017 16:00:00,53.4
6/12/2017 16:00:00,52.16
6/13/2017 16:00:00,52.06
6/14/2017 16:00:00,51.9
6/15/2017 16:00:00,52.29
6/16/2017 16:00:00,51.84
6/19/2017 16:00:00,52.93
6/20/2017 16:00:00,52.52
6/21/2017 16:00:00,53.54
6/22/2017 16:00:00,53.87
6/23/2017 16:00:00,54.33
6/26/2017 16:00:00,53.74
6/27/2017 16:00:00,52.73
6/28/2017 16:00:00,54.39
6/29/2017 16:00:00,53.42
6/30/2017 16:00:00,53.67
7/3/2017 16:00:00,52.87
7/5/2017 16:00:00,54.61
7/6/2017 16:00:00,53.47
7/7/2017 16:00:00,53.97
7/10/2017 16:00:00,54.94
7/11/2017 16:00:00,54.76
7/12/2017 16:00:00,56.55
7/13/2017 16:00:00,57.9
7/14/2017 16:00:00,57.16
7/17/2017 16:00:00,57.58
7/18/2017 16:00:00,58.96
7/19/2017 16:00:00,58.35
7/20/2017 16:00:00,59.09
7/21/2017 16:00:00,58.67
7/24/2017 16:00:00,58.58
7/25/2017 16:00:00,58.26
7/26/2017 16:00:00,58.79
7/27/2017 16:00:00,60.15
7/28/2017 16:00:00,59.2
7/31/2017 16:00:00,58.55
8/1/2017 16:00:00,59.34
8/2/2017 16:00:00,59.12
8/3/2017 16:00:00,58.42
8/4/2017 16:00:00,58.86
8/7/2017 16:00:00,59.62
8/8/2017 16:00:00,59.48
8/9/2017 16:00:00,59.67
8/10/2017 16:00:00,58.02
8/11/2017 16:00:00,58.04
8/14/2017 16:00:00,59.06
8/15/2017 16:00:00,59.69
8/16/2017 16:00:00,60.29
8/17/2017 16:00:00,59.29
8/18/2017 16:00:00,59.44
8/21/2017 16:00:00,59.4
8/22/2017 16:00:00,60.84
8/23/2017 16:00:00,60.05
8/24/2017 16:00:00,60
8/25/2017 16:00:00,59.97
8/28/2017 16:00:00,60.53
8/29/2017 16:00:00,61.01
8/30/2017 16:00:00,61.77
8/31/2017 16:00:00,61.68
9/1/2017 16:00:00,61.46
9/5/2017 16:00:00,61.27
9/6/2017 16:00:00,61.24
9/7/2017 16:00:00,62
9/8/2017 16:00:00,61.13
9/11/2017 16:00:00,62.64
9/12/2017 16:00:00,62.56
9/13/2017 16:00:00,62.04
9/14/2017 16:00:00,62.24
9/15/2017 16:00:00,62.5
9/18/2017 16:00:00,62.92
9/19/2017 16:00:00,63.83
9/20/2017 16:00:00,64.74
9/21/2017 16:00:00,64.63
9/22/2017 16:00:00,65.08
9/25/2017 16:00:00,63.5
9/26/2017 16:00:00,62.94
9/27/2017 16:00:00,63.33
9/28/2017 16:00:00,63.93
9/29/2017 16:00:00,64.03
10/2/2017 16:00:00,64.18
10/3/2017 16:00:00,64.22
10/4/2017 16:00:00,64.01
10/5/2017 16:00:00,65.82
10/6/2017 16:00:00,66.05
10/9/2017 16:00:00,66.23
10/10/2017 16:00:00,66.04
10/11/2017 16:00:00,67.78
10/12/2017 16:00:00,68.86
10/13/2017 16:00:00,68.66
10/16/2017 16:00:00,67.31
10/17/2017 16:00:00,66.67
10/18/2017 16:00:00,67.26
10/19/2017 16:00:00,67.25
10/20/2017 16:00:00,70.97
10/23/2017 16:00:00,69.8
10/24/2017 16:00:00,70.21
10/25/2017 16:00:00,71.02
10/26/2017 16:00:00,71.34
10/27/2017 16:00:00,71.06
10/30/2017 16:00:00,71.15
10/31/2017 16:00:00,72.56
11/1/2017 16:00:00,72.38
11/2/2017 16:00:00,72.25
11/3/2017 16:00:00,73.39
11/6/2017 16:00:00,74.74
11/7/2017 16:00:00,74.41
11/8/2017 16:00:00,74.77
11/9/2017 16:00:00,74.1
11/10/2017 16:00:00,73.99
11/13/2017 16:00:00,74.03
11/14/2017 16:00:00,74.49
11/15/2017 16:00:00,73.43
11/16/2017 16:00:00,77.7
11/17/2017 16:00:00,76.38
11/20/2017 16:00:00,76.01
11/21/2017 16:00:00,77.77
11/22/2017 16:00:00,77.57
11/24/2017 13:00:00,78.57
11/27/2017 16:00:00,77.84
11/28/2017 16:00:00,77.79
11/29/2017 16:00:00,73.25
11/30/2017 16:00:00,75.73
12/1/2017 16:00:00,75.3
12/4/2017 16:00:00,70.97
12/5/2017 16:00:00,71.2
12/6/2017 16:00:00,73.14
12/7/2017 16:00:00,73.69
12/8/2017 16:00:00,72.91
12/11/2017 16:00:00,73.29
12/12/2017 16:00:00,73.62
12/13/2017 16:00:00,74.09
12/14/2017 16:00:00,74.26
12/15/2017 16:00:00,75.65
12/18/2017 16:00:00,75.32
12/19/2017 16:00:00,74.5
12/20/2017 16:00:00,74
12/21/2017 16:00:00,74.02
12/22/2017 16:00:00,73.89
12/26/2017 16:00:00,74.27
12/27/2017 16:00:00,74.59
12/28/2017 16:00:00,74.17
12/29/2017 16:00:00,73.62
1/2/2018 16:00:00,73.84
1/3/2018 16:00:00,76.75
1/4/2018 16:00:00,76.73
1/5/2018 16:00:00,78.7
1/8/2018 16:00:00,79.05
1/9/2018 16:00:00,79.19
1/10/2018 16:00:00,79.37
1/11/2018 16:00:00,79.75
1/12/2018 16:00:00,80.54
1/16/2018 16:00:00,80.42
1/17/2018 16:00:00,82.47
1/18/2018 16:00:00,82.94
1/19/2018 16:00:00,83.84
1/22/2018 16:00:00,83.98
1/23/2018 16:00:00,84.21
1/24/2018 16:00:00,83.71
1/25/2018 16:00:00,84.34
1/26/2018 16:00:00,85.45
1/29/2018 16:00:00,84.31
1/30/2018 16:00:00,83.78
1/31/2018 16:00:00,85.32
2/1/2018 16:00:00,78.4
2/2/2018 16:00:00,76.57
2/5/2018 16:00:00,74.71
2/6/2018 16:00:00,75.68
2/7/2018 16:00:00,75.59
2/8/2018 16:00:00,72.32
2/9/2018 16:00:00,74.75
2/12/2018 16:00:00,75.28
2/13/2018 16:00:00,74.97
2/14/2018 16:00:00,77.27
2/15/2018 16:00:00,78.3
2/16/2018 16:00:00,78.37
2/20/2018 16:00:00,77.06
2/21/2018 16:00:00,76.51
2/22/2018 16:00:00,77.7
2/23/2018 16:00:00,79.69
2/26/2018 16:00:00,79.35
2/27/2018 16:00:00,79.46
2/28/2018 16:00:00,79.41
3/1/2018 16:00:00,78.64
3/2/2018 16:00:00,78.87
3/5/2018 16:00:00,79.07
3/6/2018 16:00:00,79.23
3/7/2018 16:00:00,79.52
3/8/2018 16:00:00,79.87
3/9/2018 16:00:00,80.71
3/12/2018 16:00:00,80.6
3/13/2018 16:00:00,80.2
3/14/2018 16:00:00,83.31
3/15/2018 16:00:00,82.57
3/16/2018 16:00:00,82.16
3/19/2018 16:00:00,80.3
3/20/2018 16:00:00,80.86
3/21/2018 16:00:00,81.04
3/22/2018 16:00:00,78.56
3/23/2018 16:00:00,76.44
3/26/2018 16:00:00,78.95
3/27/2018 16:00:00,76.31
3/28/2018 16:00:00,75.06
3/29/2018 16:00:00,75.87
4/2/2018 16:00:00,75
4/3/2018 16:00:00,74.56
4/4/2018 16:00:00,74.78
4/5/2018 16:00:00,76.95
4/6/2018 16:00:00,73.86
4/9/2018 16:00:00,75.19
4/10/2018 16:00:00,76.79
4/11/2018 16:00:00,76.5
4/12/2018 16:00:00,77.46
4/13/2018 16:00:00,77.27
4/16/2018 16:00:00,77.27
4/17/2018 16:00:00,80.03
4/18/2018 16:00:00,80.03
4/19/2018 16:00:00,79.68
4/20/2018 16:00:00,78.73
4/23/2018 16:00:00,78.21
4/24/2018 16:00:00,75.28
4/25/2018 16:00:00,74
4/26/2018 16:00:00,76.03
4/27/2018 16:00:00,74.13
4/30/2018 16:00:00,74.61
5/1/2018 16:00:00,74.81
5/2/2018 16:00:00,71.73
5/3/2018 16:00:00,73.45
5/4/2018 16:00:00,73.99
5/7/2018 16:00:00,74.67
5/8/2018 16:00:00,75.72
5/9/2018 16:00:00,77.01
5/10/2018 16:00:00,79.19
5/11/2018 16:00:00,79.2
5/14/2018 16:00:00,78.81
5/15/2018 16:00:00,77.79
5/16/2018 16:00:00,77.82
5/17/2018 16:00:00,79.19
5/18/2018 16:00:00,80.79
5/21/2018 16:00:00,81.25
5/22/2018 16:00:00,80.62
5/23/2018 16:00:00,81.08
5/24/2018 16:00:00,81.55
5/25/2018 16:00:00,80.96
5/29/2018 16:00:00,80.73
