Date,Custom,sp_500,Algo 1,Algo 2,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC
2017-04-25,0.009615432368564731,0.0060948128803992585,0.008136388806224283,0.006738924741555451,0.00533519170557395,-0.0009044686641437316,-0.00030304812417003557,0.007220337395686505
2017-04-26,0.0027845203899234203,-0.0004898225753783292,-0.0050796942430294785,0.0044594104325910745,0.00386777540350014,0.006179546094991385,-0.010732683986927838,0.010104697985125144
2017-04-27,0.024487221970182382,0.0005528911600243269,-0.005333079799854107,-0.0011827584007048975,0.0022245048465381334,0.004637095600015462,-0.0017100304909871686,0.000822498291927154
2017-04-28,0.004811566442074514,-0.0019131184668260692,0.00404890989776554,-0.006032661624291394,-0.0009722168853423252,-0.00033054919828900964,-0.005297583288818575,-0.005321628704018866
2017-05-01,0.0012286801586629166,0.00173223722842053,-0.01049779410865755,0.002969219442680393,0.0011921328500281716,0.00182185744011365,-0.00784186882637039,0.009553716648105004
2017-05-02,0.012408454452448906,0.001189115406999841,-0.002306762448996896,-0.002532332171548517,-0.0013525894865437096,0.0048302527035799505,-0.00249836859546182,-0.00944378371681398
2017-05-03,-0.007968591641553316,-0.0012671621005617695,0.0004418574013781741,-0.006451732638145933,0.00023023980485303847,-0.012176002720799215,-0.0013451869181534404,-0.013860712283663923
2017-05-04,0.0022640027959217966,0.0005778555696065446,-0.011145971915831276,-0.0015767888294340375,-0.0011564927703537895,0.0037360775546531055,0.004029948037408415,0.0038560756160812564
2017-05-05,0.0022074158626649667,0.004088687267735702,0.00708423012632022,0.0053940697135465565,0.014020907935970772,0.00449918227801116,0.0012929441244964313,0.01691349796038466
2017-05-08,-0.0040695156499487295,3.751109703298283e-05,0.0009149082297251252,-0.002252813077435393,-0.006286692328511978,-0.006417517922048144,-0.002811604488496377,0.013758579428567286
2017-05-09,0.0028063040744290557,-0.0010252648600889147,-0.0071962892121977375,0.001870409456641261,-0.00038405506687333446,0.0033755962548109864,-0.000619219424154438,0.002231288864407599
2017-05-10,0.0017619479138680778,0.0011306176259533451,0.006757845496931604,0.002603072547956592,0.005238091020205671,8.963668618755527e-05,0.0015486560413511266,0.0091970927498215
2017-05-11,-0.0057364699351377295,-0.002162833436821554,-0.0019339785424215094,-0.0036871173861218382,0.0,0.0,0.0,0.0
2017-05-12,-0.005850690412215938,-0.0014784250179582514,-0.0072364661787690035,-0.005026628379416485,0.0,0.0,0.0,0.0
2017-05-15,0.0023893804504836096,0.004776444016897363,-0.0002931726371228991,0.006161432209803538,0.004934575789106166,-0.00018180982330295856,0.005328971340722521,0.002375165151279557
2017-05-16,0.0074287986552870056,-0.0006868360584768585,-0.005180909683153427,-0.0017428568374110475,-0.0017103093130970135,-0.0035871695192122295,-0.005240713141915321,0.011088488949434929
2017-05-17,-0.02394765969679254,-0.01817825856948263,0.0025418977135581128,-0.019643231806444547,-0.016729441481390658,-0.012780460941867466,0.0040892762461062215,-0.02568500954733055
2017-05-18,0.0011305136959513331,0.0036868431882495223,-0.003023511589708407,-0.0006197943240092265,0.0018138408194179332,-0.006996898921501128,0.00654987801746354,0.004358984469768679
2017-05-19,0.0007673216940429957,0.00676749573068669,-0.0012229822774736162,0.009526870090320244,0.005602874738769303,0.0031134487395196864,0.0031621902576517424,0.01471582753277656
2017-05-22,0.0069818323260636035,0.005160114706536767,-0.00368211526717013,0.00500928508780229,0.0048758052909860785,0.0009671244484359408,0.00877563794647518,0.010676373306605312
2017-05-23,0.005240266085947409,0.0018379127993919386,-0.0016276024274570467,0.0018376526812324328,0.002062725089779782,0.002757375176013488,0.0065796496009145064,-0.0057129036375592746
2017-05-24,0.004596180035788655,0.0024891386829661855,-0.0019072130455104,0.0005686458074245431,0.007555475079314533,0.0022309938671518648,0.007644140540474131,0.00791035067207324
2017-05-25,0.004632274797519265,0.004441875070184231,0.0014955911556147027,-0.0007176888942365102,0.003090582094803507,0.0016036258060792008,0.004109530947977279,0.008492316774434405
2017-05-26,0.0030197774114672686,0.0003105500047617671,0.00033993780246452284,0.0018797569950457695,0.0013473146237221734,0.0026648542864922127,0.0026810116935231947,0.00201565939058912
2017-05-30,0.001245883243691274,-0.0012045599423798903,-0.012334842499671324,-0.005712956892888143,0.0017101844685984966,-0.005492189562151029,-0.004753836007671986,-0.0025268394646197345
2017-05-31,0.00687653118379794,-0.00046002544645251664,-0.0019810320550229963,-0.0017190303220703405,0.0010794678640431157,-0.000183157030008374,-0.0010273907530904405,-0.00043161846056438685
2017-06-01,0.0059192184149607545,0.007571108715482167,0.0102362553830791,0.010217014368839891,0.006166442146509299,0.01037767894494568,0.00727257733075648,0.011979275946074395
2017-06-02,0.014174343969396059,0.003707727381216941,-0.0017688659786655719,0.0067034762257827726,0.005966906246858804,0.0004797716301419008,0.006686829380260218,0.00687051611895062
2017-06-05,0.004567102496666475,-0.0012176772294358873,0.0018971595199919434,-0.00235152362026089,-0.008846227877615466,-0.005174808436401611,-0.0017819398431518918,-0.0004384650836016801
2017-06-06,-0.004578594016940718,-0.0027790320594393014,0.007216181923469319,-0.0019316772264666546,-0.0017587073197087302,-0.002198089155460048,-0.0030580741542083345,-0.0016190209360096295
2017-06-07,-0.0005127829628374845,0.001568333655781684,-0.010378203628073636,-0.00017287948156074776,0.0005931624419839299,5.771220577766023e-05,0.004685017062916685,0.011680584360769464
2017-06-08,0.00028007160730447777,0.0002671445128517025,0.0054821483843727715,0.00794734027776732,0.000515725743349682,0.004463614890816371,-0.009778795691509523,0.00919588748587885
2017-06-09,-0.010603652332091559,-0.0008299812227020587,0.012475375212553187,-0.00013415767211286697,-0.011260878744401848,-0.0001397808986185467,-0.014631378985971888,-0.03335348691127271
2017-06-12,-0.006539103591747955,-0.000978710980068076,0.006079746364315282,-0.0002701738656530436,0.0009839412845111806,-0.0012515121371615698,0.003514680910330803,-0.0011352676412264009
2017-06-13,0.002090398447870845,0.004511420562363311,0.004378781313858473,0.0038600533605914187,0.00729024672444778,0.0014238775408772495,0.004396517885977058,0.007923209100520356
2017-06-14,-0.0036359583247621563,-0.0009957588050893973,-0.00430588691462535,-0.0027685830943303532,-0.0076308756690045545,-0.0018428914256094495,-0.0006213927095578553,-0.006006909093433821
2017-06-15,-0.0001735369567258025,-0.002239614097263254,-0.0056852199082011645,-0.0027386735649857145,-0.00600196102499051,-0.0046169474998868365,0.0009055966378477276,-0.0052136728830126655
2017-06-16,-0.005940580661260167,0.00028366345181418673,0.008977089980563624,-0.002306398073360096,0.003549324290077483,-0.0002359059270484742,-0.01823034805361945,0.002276714478764763
2017-06-19,0.014790612188052627,0.00834720424141544,0.0013611515097889815,0.006280605211981503,0.006789857917549602,0.008655289938037658,0.0049626092099619434,0.020446485453433416
2017-06-20,-0.0031376530726650777,-0.006696665117833511,0.0017912846670649196,-0.006520467129507255,-0.011968590057959694,-0.0010238756155934725,-0.007670420334595752,-0.015238767846038503
2017-06-21,0.017896981171408775,-0.0005826764545369123,-0.004547023252713546,-0.003912208572484203,-0.0007812222191065921,0.006751435589975152,-0.00016268580404077418,0.01946585828591174
2017-06-22,0.01672315196551588,-0.00045573798760889517,0.003419124135218875,0.0034909454864077896,0.0039244568860583575,0.00785490312529813,-0.002448209444663396,0.003710622373937156
2017-06-23,0.007542606462594451,0.0015608954610804027,0.007439866449384512,0.004393343303767067,0.004295879387607782,0.0025612205198162212,-0.0018870510389873414,0.01208770321867192
2017-06-26,-0.0033996376702803976,0.00031579379075585834,0.004496834048903149,0.0011042212135877099,0.0008544309921225679,0.0014803457900467445,0.0018632911114566664,0.000521033458404041
2017-06-27,-0.015263832876059294,-0.008072749039592986,0.01655530101634807,-0.005643870372612553,-0.010198160331796102,-0.009094944521937931,-0.012897279186740662,-0.022139972686261774
2017-06-28,0.019327282554548148,0.0088080417296994,-0.0016186903381293016,0.011247260473587116,0.013718870055865029,0.006618240996289826,0.006548198340659228,0.014186072519660309
2017-06-29,-0.017113555814491106,-0.008600027041533398,0.0065891975985772535,-0.004264013724353647,-0.007635500041510145,-0.0065212044912705824,-0.01840687675320385,-0.02206498051808825
2017-06-30,0.0033250679845120788,0.0015332479232963436,0.00010654889418438654,0.001176057330847005,0.00188676175725222,0.0012897188144176395,0.00045957198399837473,-6.04684508127562e-05
2017-07-03,-0.009020615825273432,0.0023107934687074394,-0.007348753460523363,0.0070589869244996346,-0.0067009034302093476,0.0014382334613727288,-0.010011972284485804,-0.00553126167797191
2017-07-05,0.016174325834240017,0.0014532669688471778,-0.006434358103377257,-0.0036386444646678367,0.0011180596694091438,-0.0020039285667488027,-0.004738621403532539,0.011768138664989936
2017-07-06,-0.015911021125647018,-0.00936880791271677,0.0019085426641378602,-0.008632577526527916,-0.005273534265999079,-0.010280042052202676,-0.010404989143450116,-0.009475836231974122
2017-07-07,0.006340056637681038,0.006403153854134258,0.00092693073514666,0.008702039320320938,0.005679714240658607,0.0002391142498152643,0.0031200904390396023,0.006718609627994532
2017-07-10,0.008678962775397073,0.0009277661864273146,-0.0020434849888333584,-0.0012106308100456515,0.003549578509632001,0.0005465986510917453,-0.0031778463789557954,0.014203958149470397
2017-07-11,-0.00075582587662019,-0.0007827208199616686,0.0014472383604665112,-0.00023069681151921735,0.0012297612281240153,0.0024115085947744586,0.009061207954766505,0.00814159134097725
2017-07-12,0.01858357151908089,0.007305619802682184,1.2508184197913486e-05,0.009601817217969173,0.008579021327273395,0.009610144782490336,0.010821162303244591,0.013334147530324136
2017-07-13,0.014587149561694712,0.00187455233807432,0.0027249550633903323,0.0040208248207150715,0.0012023100397835493,0.003303601226110953,0.002359874113762705,0.0014736793255984981
2017-07-14,0.00038346427969075236,0.0046735271648765675,-0.004232459484890308,0.004310722784632393,0.0023506218123090505,0.0008797352032292594,0.008114037090109827,0.010520928760505477
2017-07-17,0.007799469148149624,-5.286121491343554e-05,-0.0019676743938639627,0.0029682948958534693,-0.0009640864163712461,0.0006820190471614751,-0.00045712818878440586,-0.0045091571569113595
2017-07-18,0.01029153042267646,0.0005977699520971491,-0.0003399569572768384,-0.002364654995295645,0.003025294532831069,-0.0028680208475051483,-0.0009281240644227752,0.01552109134820201
2017-07-19,0.0038870847543581717,0.0053726514969865136,-0.007444259706817438,0.008081946723036791,0.008311876587064448,0.0029205789750541555,0.001062781141552005,0.004443994018695774
2017-07-20,0.009060713178768404,-0.00015360796821128897,-0.003139237918181193,-0.0011775699886358573,0.001255928166650877,0.006207590468267021,0.0023617840538106005,-0.004216182243057642
2017-07-21,-0.002756832509119437,-0.0003679071741898854,0.004566370894166736,-0.002480406588888825,0.002472026620531809,0.001491550919794582,0.003100694662335757,0.0016140914839586351
2017-07-24,0.001477445452164772,-0.0010636834995592093,-0.0008736210183498018,0.0007029662585067246,-0.0019512940325131511,-0.0015029901152855407,-0.0005188606457919853,0.0036578806973981415
2017-07-25,-0.0020613481485178458,0.002923183435833865,-0.0005957286428430237,0.002612302723294413,0.003307046806314107,0.002451559899596223,0.010612399465469435,-0.003222228131094407
2017-07-26,0.004437542102618375,0.0002825850883885206,-0.0055250763428246535,-0.00028024319899953523,0.0004033276287440657,0.0013691595019111882,0.0020470854971861296,0.00963848518962318
2017-07-27,0.007164345672128905,-0.0009726252406339064,-0.002593858034606682,-0.005840302001400224,0.007939075360952508,-0.004954916252177144,0.005854909869783542,-0.00749055843844859
2017-07-28,-0.0014534833352971188,-0.0013411865461215866,0.0018483261896033913,-0.0009240126175241363,0.0005181484276393089,-0.0013393661242195876,-0.003799493925875974,0.005699151477288389
2017-07-31,-0.00455315656233235,-0.0007281258848751415,-0.0022210749360538217,-0.0026158859938845546,0.007799669009380006,-0.0008927557918100293,0.00017086790917897332,0.005872310984691875
2017-08-01,0.00223887099977856,0.002449095251588762,-0.00023349165406928154,-0.0008205433618312957,-0.002368498233897509,-0.001991121188553047,-0.009821311143210054,0.005301863293446063
2017-08-02,-0.002088990377474971,0.0004926605689827834,-0.002309757898555866,-0.006010521850345555,-0.003726018695972222,-0.00915540009715088,0.0010753632972972935,-0.007843563867270142
2017-08-03,-0.010915172269598407,-0.0021835911800677232,8.970400846347853e-05,-0.004729769197515389,-0.0035507524474066576,-0.023275398352464397,-0.004191827753175503,0.0020812151393527767
2017-08-04,-0.0004641755871912143,0.0018890363083294837,0.004756589076509616,0.0009794487315371767,-0.002339733013776546,-0.014547663802295554,0.0018384983040100609,0.006977777104080429
2017-08-07,0.004295572809708899,0.001647266869345021,-0.0056128505495224405,-0.0009891824542620912,0.00010154132458839449,-0.01110505283335772,0.0026026808957908547,0.010465071109964752
2017-08-08,0.00024124007214735665,-0.002414436638168982,-0.004973239494261674,-0.00028587575347308633,-0.0005529119959191141,-0.006067089042730346,-0.0076787849614492485,0.0030902475166223464
2017-08-09,0.0024654925658727325,-0.0003636481179190021,-0.0056381555018302654,-0.006120741765375101,0.004993936372337915,-0.00402092956629807,0.0021772082178272982,-0.0013105902949561712
2017-08-10,-0.01950566275034408,-0.01447441815345063,-0.0062424231924413905,-0.0209472727805672,0.0,0.0,0.0,0.0
2017-08-11,0.00382737663255972,0.0012755258980974293,0.004580843351214883,0.003750008609946857,0.0,0.0,0.0,0.0
